id;text
UgwqyLdAwOkibAIOS254AaABAg;"Ada orang yg bilang ""Jangan sok tau klo belum beli Xiaomi/Poco seri paling tinggi."" sehabis gua bilang klo Xiaomi ama Poco itu UInya sarang iklan.

Coba kalo bukan bang David yg bilang, gabakal didenger keknya."
UgxTBkOu1JIoUsVaGdV4AaABAg;Gila ngeri videonya mirip mirip ip
Ugx1_FTaEJplFOA_ASp4AaABAg;Yang nonton kebanyakan tim jiwa premium isi dompet puluhan ama lima ribuan
Ugx6Bzp0x5ll3upXnDt4AaABAg;keknya gw lbh ke iqoo13 dah drpda ini wkwk
Ugza68yw3oJX6haCFut4AaABAg;Setiap review hp spek dewa pasti ada kapal api😅
Ugyd2X3XD8DWu2Qw82h4AaABAg;22:05 khas keluarga MI iklan tetep ada 😂 n ui nya terbaik 🙌🏻✨✌️
Ugxv2LEgKXoaRORnNnp4AaABAg;Alasannya harga ditekan ternyata masih ada iklannya kayanya
UgykzMO1N02E41i8V8Z4AaABAg;"Harus nya poco F 7 ultra ini di kasih tombol L1 L2 behh mantap, apalgi series ultra jarang keluar jadi ya harus beda. emang harga 10 jt tuh mahal buat ""HAPE POCO"". tapi karna dia jual prosesor snap 8 elite chipset paling enak. Dan IKLAN WAJIB DI HILANGIN di poco F 7 ultra ini."
AH0LpYbiGULAH0RhS4orfw;Iya,kayak f4 gt
UgzXzW1lc6Sw3bNFCGZ4AaABAg;pantes pada kena genjutsu poco.. taunya beliau empunya saringan
UgwGtE-GtnfxauU8i8F4AaABAg;baru ngeh..., kalo bang david review hp flagsip kan biasanya pake kaos Tulisan flagsip yahh? apa ini poco ini flagsip jadi jadian😂
UgxZvpFamt6O0zamsTF4AaABAg;Nonton pake poco f3 + custom rom🗿
UgzuUs492MKiA2W0SlF4AaABAg;Mirip gopix 3
UgyylO3iQTduZFZHk9R4AaABAg;mau hp apapun yg di review bang david ttep aja yang bisa kebeli cuma kapal api😢
UgyGWXGdu2NowBzekSJ4AaABAg;bamg misal kalau review game di hp pake game wuwa bang soalnya game berat itu dari pada genshin
UgxOXKdZaSBBDWJSqiB4AaABAg;Klo masih di cikarang pijit bisa 3 sampe 4 kali seminggu skrang di jakarta paling cuma sebulan 2 kali 😥🙏🏻
UgxrtWesE3sBaGlS9wl4AaABAg;Nyimak pake poco F6, sepertinya wajib d upgrade ke ultra sih, performa & kamera lebih baik dari iqoo 13
UgzxzqafRifxDcjmoRh4AaABAg;Keknya target pasar poco f7 ultra ni menyasar ke yg mau beli iqoo 😂
UgyPe-IMGPAUuTMIGoJ4AaABAg;"Gw biasanya jadi kaum 
""MENDING AMBIL POCO F"" 
Tapi sekarang kayaknya bakalan jadi kaum
""MENDING RAKIT PC"" 😅😅😅mari stay di poco f6 aja mah"
UgwvMtyrfA1i454S7vl4AaABAg;Safok sama ring bulatan warna emas nya yg bikin manis dan terasa mewah😅
UgyJ09uugrOhZ40Rpyt4AaABAg;Jadi, tkdn nya haya perangkat lunak (mungkin sama packaging)?? Boleh?
Ugx3o1h--eXoJmp79Cd4AaABAg;Serobot 😅
Ugz-IFvPKRaWRvsyC6l4AaABAg;Review Vivo V50 Lite bang🙏🏼🙏🏼🙏🏼
UgxCIQ1k75IJPdiNRfZ4AaABAg;"Iklan seharga 10jt💀
Tapi kalau ngeliat varian 16/512 ok sih🤔"
UgwAjcwwsXJ7EAHjhhp4AaABAg;Gasuka model kamera gede2 menonjol
UgzN8CX4NPLwGgJgnkt4AaABAg;Req Poco M7 Pro 5G nya
UgxANhMaPoDn4DlXnXF4AaABAg;Gw yg masih stay di f5😌
Ugw4c08mEi3sHwdCF8F4AaABAg;Sebagai user xiaomi lebih dari 10 tahun, yang memang sangat disayangkan adalah adanya iklan, dulu masih mending xiaomi masih yang paling murah, tapi sekarang udah banyak saingan merk lain yang spek 11 12 tapi yang penting gak ada iklannya. Memang iklan bisa dimatikan, tapi gak bisa permanen ya geys, jadi harus secara rutin matiin tiap beberapa bulan sekali, agak annoying? Bagi gua iya 🙏
UgygIB6r5uMc_VmpRw54AaABAg;Bang bahas hp yang support eSim gak semua orang tau  sekarang lagi rame pemerintah nyuruh upgrade dari sim crad  ke eSim
UgyS2k4wIEor2GYztBt4AaABAg;20:49 jelek kamera video nya. ke bangunan ok namun ke orang jadi blur. ga jernih.
Ugz6WeAINfkW05z0f394AaABAg;"punya xiomay 14t pro,, syukuri apa yang ada aja dah,,,
tapi boros batrei,, anjir... ada saran kah guys"
Ugxk2cjfsZoRvagbn3t4AaABAg;Liat fitur wireless charging jadi berasa B gitu gara2 kingfinix😂
UgxpwP4qbabA0580f7Z4AaABAg;designnya kayak hp 2jt an
Ugz4-Cl9T-6DivS2ehd4AaABAg;alesan gw masih pake poco cuma gara gara kustomisasi temanya 🗿
UgztBHCSt07OznjDO_N4AaABAg;"bang, review sharp aquos sense 9 dong
likenya guys"
Ugy776iIdzfXBSQXlHp4AaABAg;duh buat yang komen iklan iklan iklann, ayolahh itu semua bisa dinonaktifinn, dan nonaktifnya juga ga susahh, hp nya doang yang smart yang make dumb
UgzN7_cy9MVxKz6IcI14AaABAg;Bahas iklan pedahal muncul kalo cuman buka aplikasi bawaan, lagian seberapa sering sih kalian buka aplikasi bawaan ? Dgn chipset yg sama dari brand lain harga lebih murah,
UgxnmOY92XkYuhPVSl54AaABAg;6.44 baru mau bilang klo mirip mangekyu sharingannya madara
Ugwql6RWt7vQiUAVqrh4AaABAg;Alhamdulillah..di Malaysia harganya mampu beli..
Ugz3GJyU0aCIo0Kkett4AaABAg;sekian kali David nge review,akhirnya baru bisa nyoba kopi kapal api.
UgzGoe8SxO6eA1p4zTV4AaABAg;fitur unik di hp 10 jutaan, ada iklannya 😂
Ugzb07OEFSz_8fY69514AaABAg;Baru minang x7 pro malah nongol f7 ultra😂😂
UgxJJMIoDjAiWGk8qqh4AaABAg;Sukaaa bangettt sama 𝑨lex!s17
UgwbljFio_JB3i9eRQZ4AaABAg;Sehat selalu semuanya salam dari 𝑨lex!s17 gampang jepe
UgylcExNbrnANkAKiEV4AaABAg;Streamer favorit ❤ dan selalu menunggu update terbarunya 😁😁 semangat terus bang 💪💪 salam Jepe 𝑨lex!s17
Ugye_pr5AJg2MfmaehR4AaABAg;Kurang Tombol R1 L1 kayak Poco f4 GT
UgzF9lIhcJ6r-vlCoZB4AaABAg;iqoo 13 paling favorit❤
UgxllDWEDtcW9WhibJN4AaABAg;Next Review Poco M7 Pro 5g Bang
UgyqAFxGd9TuYbQ26UN4AaABAg;TKDN sudah fleksibel jadi rakit di negara asal gak masalah lagi😅
UgzxEOyDy3HxCwZ21Pl4AaABAg;Di Facebook banyak yang hujat njir, katanya desain kayak hp entri level, harga segitu mending ini itu,Dll beuh
UgycptHDGEwQKaobzz54AaABAg;Knapa hp xiaomi dari harga ratusan ribu sampe belasan juga tetap aja ada iklan😂😂😂😂😂, mentang2 semua china kali ya😂😂😂
Ugypuy6EmEqZXUT2Jhh4AaABAg;Apapun hp yang keluar cmn samsoeng slalu di hati inshallahh kebeli hp idaman flasghip s23/24😋
UgzL1N5eiX2zEsCHNod4AaABAg;Iklan 💔💔💔💔💔
Ugxo8jyNpfnGUMapZMR4AaABAg;El iklan 😂
UgzypCNTEQ3E6VBjzr14AaABAg;"Banyak hp"" Baru yg keren & murah, tapi beli pun kagak nonton doang 😅"
UgxzOJn3NwsKd1UoqTZ4AaABAg;6:06 poco f3 setup cameranya utama, ultrawide, sama telemacro, itu hitunganya tripel kamera ga?
UgzTwK2UhjXf1rnOxZ94AaABAg;"Whattt...? 10 juta..?
Saya kaum mendang mending , lebih mending beli kompor ser buat usaha gorengan dan ada keuntungan .daripada HP ini yg ga jelas brand apa. Lebih pantas dijual 800 ribuan..calon penunggu gudang nih HP 😂😂😂😂😂"
Ugxf9slfO50RFjqVdsR4AaABAg;10:55 wkwk
UgyhEoJwOn1qXm7kjHR4AaABAg;Review Vivo v50lite bang
Ugz2QGRyj2IR-FJ8RrZ4AaABAg;"Betul bang sejak hape poco terbaru muncul alhamdulillah saya sudah beli 2


Kopi kapal api nya😂😂😂😂😂"
Ugw4AI7hWc5rzF3APLl4AaABAg;"Dari segi harga sama Poco F7 Ultra dan Rog 9 FE,
So, Gasin buat perbandingan tambah 1 lagi yg harga nya naik dikit Iqoo13

POCO F7 ULTRA vs ASUS ROG 9 FE vs IQOO13"
AH0IqW2fh-bAH0ItMxYqTV;UP GUYS
UgxhKnmerCZp4HaFqud4AaABAg;nonton doang ga beli :v
UgxKnPcPh_sIAjLGuOt4AaABAg;Poco F7 Ultra menurut saya kurang diminati orang deh. Harganya yang sampe hampir 10 jutaan kayak bukan branding hp Poco lagi. Poco dikenal sebagai hp performa sangar tapi budget kecil. Kalau orang udah nyari hp 10 jutaan pasti milih merek lain.
UgzNToOnzrLMtUCFfg14AaABAg;Gua baru ada 15rb masih kurang brpa ya
UgyxVozlIsM7xhttB-B4AaABAg;HP KOK ADA IKLANNYA.. KEK TV AJA 😂😂😂
UgzZ2XRLH4vyvuotFJR4AaABAg;9,5Jt Buat iklan awowkwkwk
UgxMHFhL9sLtgE76BOV4AaABAg;Kamera kya logo ubuntu :v
Ugz-3zNVg92E_-8gj0d4AaABAg;dipantatin iqoo 13 wkwk
UgwaHq4qtOOqm8qlFsh4AaABAg;halah matot😂
UgxkF_mVihdKbx4i9FF4AaABAg;Bang david  info dong tekno pova 7 series kpn rilis...di indo...
Ugy3fE9x9B3JKnJbPW54AaABAg;diperbudak hp,,,
UgzJokmjWiLFVVpZOzh4AaABAg;Harusnya kalau belakang glosy ya glosy semua,atau mate semua,dan gk ada iklan
UgyZRSXY32AMMX6Hmwp4AaABAg;Pertanyaan abadi netizen apa kabar mati total poco..???
UgxFG_CfHlA5tgfbOV14AaABAg;Bg david,poco f6 saya baru 5bulan makai kok kaya udh panas banget terus main game ringan kaya minecraft udh agak ngefrez
UgwDNEC58wdatQgElyF4AaABAg;Kopi kapal api bayar brp bg buat di iklanin??😁
UgwO0HzLHqYNUYZMDD94AaABAg;Mending iqoo
UgySE3dxFcCT8syt1hx4AaABAg;mejijikan hape mahal mahal masih ada iklan
Ugw0O2DKA3YLTvPLJrp4AaABAg;Review vivo V50 lite dong nanti
UgyJWyzac4X3Thchsnl4AaABAg;poco x3 pro hadir
UgwDZCT0ME2EDGNgSbF4AaABAg;bentuk kameranya mirip sharingan wkwkwkwwk
UgzTx4kpNkcUm0sVgsR4AaABAg;Terlanjur beli iPhone 11 pro max gan, beli fullset dari kawan dapat 5,5 juta. Varian 256 GB Warna Gold mulus.
UgyKL1QLC27SUb1V6PF4AaABAg;11:13 waduh flagship kok banyak minusnya 😢
Ugx-83VpKeycYEX1Xhx4AaABAg;Serius nanya, minum kopi enaknya diaduk atau enggak ya 😂
UgzhPyj82ig0-iZGgGV4AaABAg;9.5jt banyak pilihan... Gw yang biasa tertarik sama Poco aja jadi males 😂
Ugwh8yaJlGRzQfIuGdB4AaABAg;Gua berangan-angan king finix bakalan pakai LTPO untuk hp murah mereka atau tidak ya?🤔
UgwBEamLQbDqxoWLZsV4AaABAg;Masih setia ama Poco X6P
Ugy2hJMz82_zpiX8twZ4AaABAg;120w seperti renot 14 pro+ ku, under 20% ke 100% cuman 35 menit kenceng parah
UgwDvbVrTRI3F66YbwV4AaABAg;Buat yang tahu kenapa gaada poco f7 reguler ya??
Ugx86PLmGzXQYJlojqx4AaABAg;Seharusnya 16/512 dihargain 9juta wak
Ugx-AQ9cH9ciodSte8N4AaABAg;tetap masih worth iqoo13 sih, syg bgt poco baru ini gk melibas semua sisi
Ugza6EznXo_RPoVZqtJ4AaABAg;"""Dibuat di Tiongkok""
:( gara2 peraturan baru pemerintah kita cuma kebagian translate bungkus lagi kayanya."
AH0HWn1fnitAH0I0P8rqCC;peraturan apa?
UgwI6j6QUBeOuoCsNXZ4AaABAg;Desainnya tolong ga kek hp 9jtan:(
UgysBBYaUxJjZgk7CUt4AaABAg;"Co di apk mistore tgl 15
Udah 48 jam belum juga pengiriman
Masih diproses doang"
UgydU29HCPAMO0fM1WV4AaABAg;Hp Cina kalo dh diatas 5jt gak ngotak...kalo lagi butuh duit di jual lagi 500ribu aja gk ada yg Mauuuuu...sprti Halnya seorang Pengusaha ktika dia Bangkrut dia punya Mobil Jepang Innova dan Mobil cina dan Mobil Jerman pazti yg laku duluan Mobil Jepaaang inovaaa...Hp juga...hahhaahaaa
UgzAAe8v6igLsESrn-Z4AaABAg;Lain kali test maen game zzz dunk
Ugzobc0w66Vh333XJk14AaABAg;spill merk topi ko
UgybeFxsdRsMoMCyvTx4AaABAg;lebih mirip tecno spark 20 pro plus gk sih bagian belakangnya
UgwRmMt4z44ocxoJlst4AaABAg;udah order,besok paling sampe,dapet 10,5jt
Ugxr2j75ZJm9yVgrYsV4AaABAg;Apalotega seharga 10jt masih ada iklan
UgwEKXN1II8HbAdwcwF4AaABAg;😂😂 tampilan belakang kayak tecno spark 20pro plus
UgzERubT7hs3sTWVvoJ4AaABAg;🤏
UgzBZBbys-LWhB93V1t4AaABAg;infinix apa kabar?
UgxTmCEbMd0pcAWltHV4AaABAg;Waduh F7ultra juga masih 1080p60 di rekaman video selfie,9,5jt boss , Poco Poco..😅
Ugz9eKNCkFPvDwunnGR4AaABAg;mantep kalo chipset buatan Amerika ini, jadi pengen nyobain😊
UgwXCR7TYbqE-xh4NRV4AaABAg;"Klo beli POCO wajib ngerti UBL , Custom Recovery, install custom ROM , Magisk, KernelSU dll dah ,

wkwkwk bisa anti iklan, plus performa jga bisa nambah , soalnya hyperOS masih banyak minus apalagi pemakaian Ram nya,
Hehe wajib buat ane aja mungkin"
AH0GvlApJuzAH0NasQJZPT;Itu nanti lah. Ultra udah maksimal banget. Nanti aja pas update OS sudah habis. Masih lama bgt wkwkwk
AH0GvlApJuzAH0NdKbKEfi;Poco jg dewa hp oprek. Tenang aja
AH0GvlApJuzAH0R_SBajRH;Beli mahal malah nambah kerjaan
Ugzal4W8hd0rjDJBdZR4AaABAg;Dri smua riview Hp poco cuma yg ini bikin bang gadgetin sprti agak kecewa sma harganya… bysa lgsg no debat klu bahas Hp poco
Ugz3LxPatMHYV7B0TZl4AaABAg;Bisa diliat ya adik adik BOX nya kek hp 4 jutaan😂, jadi kalian tau kan harus gimana😂
Ugw5FedpS_qYHNUiT4h4AaABAg;Iklan iklan iklan.
UgwlH2EFNBpkQmWvTnl4AaABAg;Bang, hp yang habis review jangan dikumpulin bang, dijual lg dong 😂
Ugw-RrB5zdySQJZQdSV4AaABAg;🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉
UgwiGXiZIdc4spYC_PV4AaABAg;Di saat brand di harga 5-7jt rekaman selfi udh bisa 4k , tapi di Poco F7pro Maren masih 1080p60 ..😅
UgxLpXb2ZbR0RxEgCal4AaABAg;bang dapit, emang kalo suara speaker hape nilai 10 kek begimana sih suaranya
UgysQUz8vmuSyJS2mmh4AaABAg;Menurut sya udh klihatan mewah sih
UgzdlllnOoxbKbD1FcN4AaABAg;sekilas kayak mata sasuke
UgyZ_Q9tqEsLB5Eq1Vp4AaABAg;10jt ada iklan? mending Samsung/iPhone wkwk
UgwWW8d-vFWoBY2rLI54AaABAg;lmao 10 juta mending beli ROG bjir yg nyata specnya drpd matot entar 😂😂😂
UgxIVO1Dsr7eFJILl0F4AaABAg;Please POCO update icon pack lu, jelek bgt jadul, logo x aja masih pake twitter dan bbrp logo lain masih jadul, gak ada penyegaran samsek, tolong di pin bang biar bisa diliat POCO developernya😊
UgyybdSVZ2o_mM8a9iV4AaABAg;ROG 9 FE  g sihh lebih mewah ??!!di harga segitu
Ugww9cZZrbaWlDUCVqt4AaABAg;mantep bang
UgwOUnI0lkclyoxTPLt4AaABAg;tiap hp punya kekurangan & kelebihan sesuikan dgn kebutuhan & budget,,
UgwffsolY8MYJAQXPS14AaABAg;Minus poco x7 - meninggalkan sidik jari dilayar jadi gampang kotor, memantulkan cahaya dilayar jadi mengganggu penggunaan diluar ruangan, meski panasnya ga lama buat maen game tapi baterai gampang boros dan kecepatan sentuhan layar baik itu bergantian atau bersamaan masih jauh dari cukup. Apakah f7 series juga sama?
Ugzi1tArZxFqNXKpqPV4AaABAg;Kapan riview hp lipet 3 bang😁
UgzRh8ZEKDzWr--M57t4AaABAg;Yah sayang banget baru beli huawei mate xt
UgyuMZH6V1L-1n9BNL94AaABAg;Unboxing F7 pro nya mana BG David 😡😡
Ugx6gfIrUlBn0e28cF54AaABAg;8:19
Ugz2eNkj9f-GiIa4edx4AaABAg;Back nya mirip tecno 20proples yg 2 jtan
UgwEA-1OC-yOwUnbDUp4AaABAg;Lagi nonton pake huawei xt 😂
Ugzt2nynVFB5IXng4eB4AaABAg;Kerem ke plaju david, gek ku enjok martabak telok
UgyDiSSmdJxCB2LOoxJ4AaABAg;Vidionya masih citter 😂
UgwX7gs4p0y51vu9mdl4AaABAg;alhamdulillah mending yang pro aja deh, duitnya kurang 😢
UgwUH8QjAEXtWyS540B4AaABAg;Masih setia sama X3 pro gw yang udh butut abis 😂
UgzhFSPMGaVkr5C1RlB4AaABAg;Kenapa tes game nya ga pake wuthering waves? Padahal processor udah mendukung. Sedangkan di china hp ini collab ama wuwa😮
UgxbfPw8_yUyjoSBLS14AaABAg;Saya masih pakai poco x3 pro, mau upgrade masih ragu2, kira2 ganti poco yg versi apa ya ?
Ugzfq5-vays3sOBV9Vh4AaABAg;Bang david,besok nama gelas kopinya pakai nama saya ya
UgzeFyQvXoj3qkbXOTV4AaABAg;6:43 kirain gw doank yg dejavu 😂
UgzXJeiEGG9WDFuaB3l4AaABAg;"Hayng beli si hp hp mahal kieu, tapi teu boga duit...
Dek nganjuk lebar 😅😅😅"
UgwXqg3DYijLEw606zJ4AaABAg;Desain mirip hp 2 jutaan
UgyyLqXThOhItfF3kfl4AaABAg;Pake ngojol masih nyaman pake itel A70🤭
UgxIUsko6hdumgIcldJ4AaABAg;HP gue sekarang ini  huawei PURA 70 ultra, ngak apa² lah jelek soal performa, tapi soal camera no 1 di dunia saat ini, kalau iphone gue ngak suka, soalnya jelek cuman terkenal di merek doang
AH0Fs3R8CQPAH0hTFbuBTh;Ngayal 😂
UgxsX-EDYRmc34ZvBht4AaABAg;"yah hp Subsidi 😂
katanya ultra kok subsidi dari iklan 🤣
mcm mn ni Xiaomi Poco 😂
ngakak dulu gk sih buat si Flagship SUBSIDI...😂🤣🤣🤣"
AH0FrKHDCqlAH0HjesuSiy;Beli smartphone, dapat bonus iklan tak terbatas. Terima kasih atas 'hadiah' yang tak diminta.🤣😂🤣😂
AH0FrKHDCqlAH0Hm5CsFsP;Bayar penuh, tapi masih harus 'menikmati' iklan. Apakah ini definisi baru dari premium?😂🤣
AH0FrKHDCqlAH0Hpgy-WQB;Smartphone canggih dengan fitur utama: iklan yang tak pernah absen.😂🤣
AH0FrKHDCqlAH0HsMEmNLF;Ketika iklan lebih setia menemani daripada fitur eksklusif.😂🤣
AH0FrKHDCqlAH0IXeogES7;Aaauuuuu😯
UgzCGW25JhyGeAhAbSt4AaABAg;Bang,, sudah bang
UgzUjAEf_rhpkVoFi994AaABAg;Kamera depannya jauh lebih bagus poco x6 pro yg cuma 4 jutaan😂 dan secara desain agak agak murahan gitu bagian belakangnya😂
UgzNfSJO_LOwcZ2W3ut4AaABAg;Snapdragon 8 elit bikin semua brand pede. Chipset terbaik sih, kenaikan performanya dengan generasi sebelumnya juga terbesar sepanjang sejarah snapdragon dari generasi ke generasi 😂
Ugy9-Gg30zj0adytrrF4AaABAg;kelemehan poco yang gak bisa di atasi itu  dari seri sekarang sampe yg terbarupun yaitu dari segi ois dan eis nya yg gak bisa setabil walaupun harga yang tinggi pun camkan itu , mgkin yang sering pake hp flaksip mgkin tau sesetabil apa ois sama eisnya .
UgzxCEAjbRvR_DG4z5t4AaABAg;10 jt masih beriklan 😢😢.samsung midrange udah gaada iklan wkw
AH0FTkAwyLYAH0FryTVJDi;itu hp apa tv banyak iklan 😆
AH0FTkAwyLYAH0HKF1tbBW;Emng samsung entry ada iklanya?
UgxVxeUprYVbtCSB7054AaABAg;COBA VS XIAOMI 14T BANG ?
Ugxp7gm_iKfJhJ-6i3B4AaABAg;Tim yang udah puas banget ama Xiaomi 14T Pro
UgxR11Cf18-ESJ0-bvF4AaABAg;smart frame rate = nyisipin fps = frame gen?? Jadi ada input lag gak, tuh?
UgzJaPZOtavClAUPeXN4AaABAg;bayangin lu beli hp 10 juta tapi masih ditonjok iklan
UgycgjXGu_PsxTqcbXN4AaABAg;Alhamdulillah baru kebeli tanaman hias nya🙏
Ugx8CCkyx8QoIaUr1qx4AaABAg;saran bang,tes performa hp flagship pake game wuthering waves
Ugzunsu7PMceD09eBMV4AaABAg;Ada imbas perang dagang dengan Amerika mungkin jadi HP cina skrg di jual gila-gilaan
UgykmRmZPeaYcN0OQDZ4AaABAg;Mending Samsung A56 boskuh
UgwjNOeh-F537JYfE8B4AaABAg;Sebagus apa perform nya, 10 jt dengan iklan auto No!
Ugz4yxnTI9TzHm7OpZl4AaABAg;tim yang cuma beli doang nonton kaga
Ugzb0mhSrfJ2zbZaWH94AaABAg;10 jt ada iklan, dan gw yg bayar flip 6 di harga sama...
UgzNtu11bQShzLvH0sF4AaABAg;Vid, kapan unboxing nubia neo 3 gt 5g
UgxG9GXL0Dnq7gQaWA54AaABAg;Bahas hp realme yg dslr bang
Ugzyz8kxwIDO5Q97wkB4AaABAg;Dari tahun 2017 kopi kapal api jadi terlalu kemanisan , menurut saya .
Ugwe2POwYfRBQoh-QcN4AaABAg;Klo harga segitu mending merek yg lain gak sih, pilih yg pasti² aja. Soalnya udh ranah 10jtan jdi ya opsi pilihan masih banyaak
Ugy1n5oo_x8MFgDs7894AaABAg;Buat lu yang kalo pengen keluar negeri atau DI LUAR NEGERI,apa?si yang lu Lakukan, Mungkin kepikiran LIBURAN dan KEINDAHAN , tapi ada hal lain yang bisa di Manfaatkan yaitu jualan jasa atau Prodak biar lu dapat Uang   lu Manfaatkan hal itu biar lu bisa udah BANYAK UANG di saat orang lain TIDAK seperti lu di saat orang lain Santai santai
UgzCOY9Ip_yyhtfajlJ4AaABAg;Storage nya masih belum 1TB sih.
UgyZySFns1RRBOEgZ114AaABAg;Buat Generasi selanjutnya Lu jangan DENGERIN ORANG TVA LU KALO MENURUT LU SALAH gua kasih contoh mereka bilang (BANYAK ANAK BANYAK REZEKI), yang MENELANTARKAN ORANG TVAnya? REZEKI?, mereka itu hanya kurang ilmu saja untuk bisa HIDUP di DUNIA INI contoh, mereka dulu dapat UANG Sekarang mana? mungkin ada alasan,(gua banyak TANGGUNGAN),tanggungan apa?LU TIDURAN ENAK ANAK LU KERJA, cuman satu jalan keluar nya yaitu STOP MENDENGARKAN MEREKA apalagi mereka itu bukan di ERA dimana SERBA CANGGIH dan mereka tidak
Ugx3orXK631ORpPBBKl4AaABAg;Buat lu yang PUNYA USAHA atau apalah dan punya KARYAWAN kalo lu lihat KARYAWAN LU NGGAK ADA BAGVSnya segera Pecat nggak usah KASIHAN karena akhirnya lu yang SUSAH, ATAU MUNGKIN LU UDAH AJARIN CARA KERJA NYA terus nggak ada BAGVSnya mungkin TELAT atau kurang baik lah dalam BEKERJA PECAT Orang seperti itu jangan pertahankan Atau mau lihat PARTNERT KERJA jangan lihat bisnis nya tapi orang nya BAIK ATAU TIDAK
UgydoVHYCiZuL9IxFMR4AaABAg;"gua nonton pakai poco x6 pro 
klo ada yang mau tau tentang hp ini 
tanya aja"
Ugx_ruWJQM1ivW8IwHt4AaABAg;keren
UgwKone5PedXV00RfTB4AaABAg;Nonton pake Xiaomi 15 12/512 sejak 1 bulan yg lalu.... Yg mau tanya2 blh....
Ugx_-fV9PfM--xcbk6x4AaABAg;Vivo y29 kapan di review
UgyjZEkXfUq_vCg_nMx4AaABAg;9 jt dpt poco.aku si milih s24 fe
Ugw6wwNEDHUsy3Pb3i14AaABAg;China  anti menggunakan kata promax 🤭
UgwzwoEi0P2lt2kum8B4AaABAg;Gk layak 10jt
Ugz8mU-SZ5fPUtSJ_rp4AaABAg;"video : UNBOXING F7 ULTRA
iklan : vivo v50 lite

😂"
UgwqEIloTeEamCc3oyV4AaABAg;Unboxing vivo v50 lite 4G dong bang
Ugw7kyekzmVmVX38zvF4AaABAg;Nonton pake Poco F7 ultra
UgzT4xxbQltf3Y7UosJ4AaABAg;Lebih Baik Aku Beli Iphone Diharga Segitu
UgyGx_h9HHHruDcQwhV4AaABAg;Xiaomi kek gk serius sama ui nya yg dari miui 13 smpe skrng gk ada perubahan, ui yang berat dan gk stabil fitur2 banyak gk ada
UgzVW8mXOhXrZ8v66iJ4AaABAg;"JELAS IQOO 13 daripada poco

Hyperos baik di HP & tabletnya AMPAS semua"
UgyQVCtiIIZNfKdHCWF4AaABAg;Bismillah, semoga aja kesampean buat beli
UgwsEAa8RGVc_kPxOmB4AaABAg;Bang David kalau coba ngecek performa gaming coba main Wuthering Waves bang, soalnya dia jauh lebih berat dibanding Genshin
Ugz7ovtPIUDXppn67nt4AaABAg;"Mau beli tapi untung duit gk ada🤣, nunggu beberapa bulan kedepan mungkin duit udah ada tapi nanti series flagship lainnya bakal muncul dgn spek yg lebih tinggi. 


Sabar sabar aja dah😂, apalagi ongkos  shipping  lumayan lagi kalo beli saat lagi di negara orang. 

Nunggu balik indo baru beli dah, device impian"
UgyNNE34Ww40dMUcIvt4AaABAg;15T Pro 10 jt 🗿
Ugy5a9AYZt9w--itO_94AaABAg;Pas ngopi kapal api, pas muncul gadgetin. Meski harga poco ini belum pas dikantong😂
UgxFycdZsfoyr2PSKT54AaABAg;wooooah
UgyEiitN5M77jk-arul4AaABAg;"inimah bukan jadi mendang mending orang malah di mendingin orang, orang mau beli f7 bakal di bilang mending  iqoo, coba harganya 7-8jt, pasti orang mau beli hp range 5-6 jt pasti bilang ""nanggung tambah dikit dapet f7""😅"
UgxreTgeOJoBHlh7z-l4AaABAg;Coba main wuwa bang
UgytOvEGY3K34CCyTQ54AaABAg;6:45 Mangekyou Sharingan Madara-Saan 😮😮
Ugwgtb_8nzIFQF0SUG14AaABAg;bbrp hari ini lg mikir alesan buat beli f7 ultra, secara masih nyaman pake x7 pro...
Ugx5uV6CWH2wxNNKasd4AaABAg;BANG LU JANGAN TERLALU LAMA DI ZONA NYAMAN SIH KALAU KATA GW.
UgxzQbK4AhsSbEe_jxp4AaABAg;Tim baca judulnya doang langsung beli
UgyjEFZ2YJBppN7JEtF4AaABAg;ini serius perekaman kamera utama 4K 60 fps nggeter nyendut² bgtu?
UgzVC0wUxw5r47TvDph4AaABAg;Phew... Tidak nyesal dengan F6.
UgyClw1V8WBXQhqepEh4AaABAg;Kurang worth it 9jt buat setahun
UgxgtygjQcN6LrPm3eh4AaABAg;Absen yang nabung buat beli redmi note 14 4g/5g
UgzZVp7akAtUuvwZsvd4AaABAg;Daridulu gak tertarik sama poco atau xiaomi...
Ugxqjc4-MQmbr3k3yNh4AaABAg;serius usb ny amasi 2.0? teknologi 5tahun lalu itu
UgyQwqC08neENwRvEqZ4AaABAg;"gw sebagai user xiaomi memang salute sih sama harga yg lebih murah dibandingkan brand lain cuma annoying bahagian pas iklannya itu loh… tapi mau gimana lagi ya kan soalnya xiaomi bikin harga murah karena sebahagian hasil profitnya datang dari iklan sih

ya intinya gw pengen aja beli hp dari brand lain setelah ini kerana udah muak sama iklannya tapi bukan berarti ngehate brand ya… cuma pindah brand aja kerana mau lebih selesa aja setelahnya"
